# list of object assets to load in this scene
[ASSETS]
#Priority
effects.txt
hud.txt
#
mario.txt
goomba.txt
venus_fire_trap.txt
red_koopa_troopa.txt
paragoomba.txt
#
super_mushroom.txt
super_leaf.txt
fireball.txt
wings.txt
coin.txt
pbutton.txt
#
brick.txt
cloud.txt
questionblock.txt
pipe.txt
ground.txt
container.txt
background.txt
minibush.txt
bigbush.txt
stripedbrick.txt
mapicon.txt
particle.txt
other.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# See OBJECT_TYPE constants in AssetIDs.h
# BASE X: 8, BASE Y: 430

# CLOUDS
-4	24	336	16	16	2	-41010	-42010	-42010
-4	104	352	16	8	1	-41020	-41020	-41020

-4	160	288	16	16	2	-41010	-42010	-42010
-4	223	432	16	16	2	-41010	-42010	-42010
-4	272	336	16	8	1	-41020	-41020	-41020

-4	392	398	16	8	1	-41020	-41020	-41020
-4	424	318	16	16	2	-41010	-42010	-42010

-4	472	382	16	8	1	-41020	-41020	-41020
-4	536	318	16	16	2	-41010	-42010	-42010

-4	680	366	16	8	1	-41020	-41020	-41020
-4	712	318	16	16	2	-41010	-42010	-42010

-4	808	334	16	8	1	-41020	-41020	-41020
-4	808	414	16	16	2	-41010	-42010	-42010
-4	904	318	16	16	2	-41010	-42010	-42010
-4	936	398	16	8	1	-41020	-41020	-41020
-4	1064	290	16	16	2	-41010	-42010	-42010

-4	1160	366	16	16	2	-41010	-42010	-42010
-4	1176	430	16	8	1	-41020	-41020	-41020
-4	1272	302	16	8	1	-41020	-41020	-41020
-4	1336	402	16	16	2	-41010	-42010	-42010
-4	1384	334	16	8	1	-41020	-41020	-41020
-4	1448	402	16	8	1	-41020	-41020	-41020
-4	1464	302	16	16	2	-41010	-42010	-42010

-4	1576	302	16	16	2	-41010	-42010	-42010
-4	1638	366	16	16	2	-41010	-42010	-42010
-4	1670	318	16	8	1	-41020	-41020	-41020
-4	1736	414	16	8	1	-41020	-41020	-41020

# MINI BUSH
-2	64	382
-2	80	382
-2	96	382
-2	112	382
-2	128	382

# CONTAINER
14	0	462	16	16	10	5	14051	14052	14053	14054	14055	14056	14054	14055	14056
14	1976	400	16	16	3	2	14051	14052	14053	14054	14055	14056	14054	14055	14056

# BRICKS
10	224	366	0
10	240	366	0
10	256	366	0
10	272	366	0

10	392	350	0
10	408	350	0
10	424	350	0
10	440	350	0
10	456	350	0

10	648	398	0
10	664	398	0

10	616	334	0
10	632	334	0
10	648	334	0
10	664	334	0

10	760	334	0
10	760	350	0
10	760	366	0
10	760	382	0
10	776	382	0
10	792	382	0
10	808	382	0

10	872	350	0
10	872	366	0
10	872	382	0
10	872	398	0
10	888	398	0
10	904	398	0

10	952	350	0
10	952	366	0
10	968	366	0

10	1016	366	0
10	1032	366	0
10	1048	366	0
10	1064	366	0
10	1080	366	0

10	968	414	0
10	984	414	0
10	1000	414	0
10	1016	414	0

10	1160	398	0
10	1176	398	0
10	1192	398	0
10	1208	398	0
10	1224	398	0

10	1272	382	0
10	1288	382	0

10	1192	318	0
10	1208	318	0
10	1224	318	0
10	1240	318	0
10	1240	302	0

10	1400	318	0
10	1416	318	0
10	1432	318	0

10	1544	302	0
10	1544	318	0

10	1544	382	0
10	1544	398	0
10	1544	414	0
10	1560	414	0
10	1576	414	0
10	1590	414	0

10	1736	302	0
10	1736	318	0
10	1736	334	0

10	1784	382	0
10	1800	382	0
10	1816	382	0

#COINS
40	344	318
40	360	318
40	376	318

40	424	296
40	440	296
40	456	296

40	776	318
40	792	318
40	808	318

40	856	296
40	872	296
40	888	296

40	1336	302
40	1352	302
40	1368	302

40	1512	286
40	1512	302
40	1512	318
40	1512	334
40	1512	350
40	1512	366
40	1512	382
40	1512	398

# PLATFORM
11	376	334	16	16	3	0	71100	71200	71300	1

11	600	366	16	16	3	0	71100	71200	71300	1
11	664	318	16	16	3	0	71100	71200	71300	1
11	704	414	16	16	3	0	71100	71200	71300	1

11	870	350	16	16	3	0	71100	71200	71300	1

11	1160	398	16	16	3	0	71100	71200	71300	1

11	1282	334	16	16	3	0	71100	71200	71300	1

11	1448	366	16	16	3	0	71100	71200	71300	1
11	1480	350	16	16	3	0	71100	71200	71300	1

11	1600	334	16	16	3	0	71100	71200	71300	1

11	1822	350	16	16	3	0	71100	71200	71300	1
11	1758	398	16	16	3	0	71100	71200	71300	1
11	1854	430	16	16	3	0	71100	71200	71300	1

11	1928	416	16	16	8	0	72101	72102	72103	0
11	1928	432	16	16	8	0	72201	72202	72203	0

# PIPE
13	1944	400	16	16	4	13001	13002	13003	13004	1	-1	-1

# STRIPED BRICKS
15	2040	400
15	2040	384
15	2040	368
15	2040	352
15	2040	336
15	2040	320
15	2040	304
15	2040	288
15	2040	272
15	2040	256

# MARIO
0	24	382
